permit_number,address,type,value
2025-122625 MP,"9300 HAMADRYAS DR, Chattanooga, TN",Mechanical Permit,$188058
2025-145401 EP,"9220 W SH 71, Chattanooga, TN",Electrical Permit,$122717
2025-142687 PP,"7002 STITZEL WELLER DR, Chattanooga, TN",Plumbing Permit,$189280
2025-139705 PP,"400 W CESAR CHAVEZ ST, Chattanooga, TN",Plumbing Permit,$92525
2025-145053 DS,"513 DEEP EDDY AVE, Chattanooga, TN",Driveway / Sidewalks,$185623
2025-145618 EP,"2903 HILLVIEW RD UNIT B, Chattanooga, TN",Electrical Permit,$244148
2025-149474 BP,"8038 EXCHANGE DR BLDG 11, Chattanooga, TN",Building Permit,$112159
2025-148626 MP,"11505 SHOREVIEW OVERLOOK, Chattanooga, TN",Mechanical Permit,$74084
2025-130866 MP,"1011 W 5TH ST UNIT 140, Chattanooga, TN",Mechanical Permit,$212078
2025-145287 PP,"6803 EDGEFIELD DR, Chattanooga, TN",Plumbing Permit,$284392
2025-144544 PP,"11312 VIRIDIAN WAY, Chattanooga, TN",Plumbing Permit,$210024
2025-069980 PP,"8200 LEROI DR, Chattanooga, TN",Plumbing Permit,$156965
2025-147854 PP,"3100 THOUSAND OAKS DR, Chattanooga, TN",Plumbing Permit,$164447
2024-018446 MP,"4801 EMMA BROWNING AVE UNIT 901, Chattanooga, TN",Mechanical Permit,$231548
2025-145114 EP,"7052 1/2 E WILLIAM CANNON DR, Chattanooga, TN",Electrical Permit,$218219
2025-124704 PP,"4905 CANYONWOOD DR, Chattanooga, TN",Plumbing Permit,$70266
2025-148858 MP,"604 HARTHAN ST, Chattanooga, TN",Mechanical Permit,$141441
2025-123743 MP,"8820 BURNET RD UNIT 400, Chattanooga, TN",Mechanical Permit,$159971
2025-146322 EP,"1420 W WELLS BRANCH PKWY BLDG 200 UNIT 290, Chattanooga, TN",Electrical Permit,$221525
2025-147244 PP,"2611 DEERFOOT TRL, Chattanooga, TN",Plumbing Permit,$179824
2025-137213 EP,"2716 GUADALUPE ST, Chattanooga, TN",Electrical Permit,$235571
2025-145247 PP,"11500 METRIC BLVD UNIT 160, Chattanooga, TN",Plumbing Permit,$259784
2025-145891 EP,"12906 TRAILWOOD RD, Chattanooga, TN",Electrical Permit,$74520
2025-147563 PP,"2509 LOYOLA LN, Chattanooga, TN",Plumbing Permit,$144412
2025-118741 BP,"3208 RED RIVER ST UNIT 100, Chattanooga, TN",Building Permit,$169833
2025-115345 MP,"11815 ALTERRA PKWY UNIT FLR8, Chattanooga, TN",Mechanical Permit,$231871
2025-136215 MP,"507 WESTMORLAND DR, Chattanooga, TN",Mechanical Permit,$122572
2025-147376 MP,"8113 APPOMATTOX DR, Chattanooga, TN",Mechanical Permit,$219030
2025-093428 MP,"8718 COSMICO ST, Chattanooga, TN",Mechanical Permit,$150240
2025-102397 EP,"111 CONGRESS AVE, Chattanooga, TN",Electrical Permit,$156968
2025-148625 MP,"7804 WHITSUN DR, Chattanooga, TN",Mechanical Permit,$70435
2025-145244 PP,"11500 METRIC BLVD UNIT 190, Chattanooga, TN",Plumbing Permit,$57919
2025-140346 EP,"6304 MORNING DEW DR, Chattanooga, TN",Electrical Permit,$100635
2025-147055 PP,"6636 DOGWOOD CREEK DR, Chattanooga, TN",Plumbing Permit,$94409
2025-148144 EP,"7236 ELLINGTON CIR, Chattanooga, TN",Electrical Permit,$230083
2025-142927 DS,"1732 BUNCHE RD, Chattanooga, TN",Driveway / Sidewalks,$279632
2025-148136 EP,"9807 BAL HARBOR RD, Chattanooga, TN",Electrical Permit,$178863
2024-141477 MP,"4150 N LAMAR BLVD, Chattanooga, TN",Mechanical Permit,$290122
2025-126345 MP,"15112 DODGE CATTLE CV, Chattanooga, TN",Mechanical Permit,$279115
2025-092332 BP,"2215 CANTERBURY ST, Chattanooga, TN",Building Permit,$131474
2025-147393 BP,"10407 DOUBLE SPUR LOOP, Chattanooga, TN",Building Permit,$285016
2025-139183 PP,"2007 ARPDALE ST, Chattanooga, TN",Plumbing Permit,$168860
2025-149245 BP,"3309 KAY ST, Chattanooga, TN",Building Permit,$150912
2025-145388 EP,"9220 W SH 71, Chattanooga, TN",Electrical Permit,$271060
2025-146669 EP,"3401 WANDERING MEADOWS, Chattanooga, TN",Electrical Permit,$92145
2024-095968 MP,"14525 RIDGETOP TER, Chattanooga, TN",Mechanical Permit,$70796
2025-149743 BP,"4817 CASWELL AVE, Chattanooga, TN",Building Permit,$181665
2025-148384 PP,"5505 WILLIAM HOLLAND AVE, Chattanooga, TN",Plumbing Permit,$166236
2025-146795 EP,"7506 SHERWOOD RD, Chattanooga, TN",Electrical Permit,$227631
2025-141446 PP,"2613 GERAGHTY AVE, Chattanooga, TN",Plumbing Permit,$85438
2025-120557 MP,"3851 AIRPORT BLVD UNIT 101, Chattanooga, TN",Mechanical Permit,$244494
2025-146915 PP,"11929 RAVENNA CV, Chattanooga, TN",Plumbing Permit,$54774
2025-106128 PP,"1824 W SLAUGHTER LN, Chattanooga, TN",Plumbing Permit,$115975
2025-134385 EP,"1607 PEASE RD, Chattanooga, TN",Electrical Permit,$273951
2025-148397 MP,"1700 SURREY HILL DR, Chattanooga, TN",Mechanical Permit,$266001
2025-146876 EP,"816 SAHARA AVE, Chattanooga, TN",Electrical Permit,$52092
2025-148969 EP,"2613 1/2 E BRAKER LN UNIT TEMP13, Chattanooga, TN",Electrical Permit,$216081
2025-115973 BP,"901 POST OAK ST, Chattanooga, TN",Building Permit,$214383
2025-147415 EP,"8516 ROCKWOOD LN, Chattanooga, TN",Electrical Permit,$200123
2025-061445 BP,"2201 AIRPORT BLVD UNIT 130, Chattanooga, TN",Building Permit,$261145
2025-035084 EP,"2300 BARTON HILLS DR, Chattanooga, TN",Electrical Permit,$152027
2025-149389 PP,"5800 WELLINGTON DR BLDG 5, Chattanooga, TN",Plumbing Permit,$244241
2025-090528 DS,"5014 SPICEWOOD SPRINGS RD, Chattanooga, TN",Driveway / Sidewalks,$125912
2025-148564 EP,"11901 BURNET RD, Chattanooga, TN",Electrical Permit,$166488
2025-140615 MP,"7718 WOOD HOLLOW DR UNIT 100, Chattanooga, TN",Mechanical Permit,$141140
2025-141895 PP,"7201 VALBURN DR, Chattanooga, TN",Plumbing Permit,$240887
2025-148311 PP,"4418 PACK SADDLE PASS, Chattanooga, TN",Plumbing Permit,$85703
2025-148954 EP,"2613 1/2 E BRAKER LN UNIT TEMP11, Chattanooga, TN",Electrical Permit,$165460
2025-148592 EP,"15029 PLAIN VIEW DR, Chattanooga, TN",Electrical Permit,$233200
2025-080235 BP,"1910 ALEGRIA RD, Chattanooga, TN",Building Permit,$269201
2025-147328 PP,"5729 TRELAWNEY LN, Chattanooga, TN",Plumbing Permit,$121579
2025-138535 EP,"1950 WEBBERVILLE RD BLDG 1, Chattanooga, TN",Electrical Permit,$158879
2025-081973 BP,"1904 CULLEN AVE, Chattanooga, TN",Building Permit,$240256
2025-148698 PP,"9505 BOATHOUSE DR, Chattanooga, TN",Plumbing Permit,$77658
2025-148052 EP,"2803 CASTRO ST, Chattanooga, TN",Electrical Permit,$274326
2025-148018 PP,"10612 SCOTLAND WELL DR, Chattanooga, TN",Plumbing Permit,$85504
2025-148662 EP,"14132 MATTEROD DR, Chattanooga, TN",Electrical Permit,$144744
2025-081977 BP,"1904 CULLEN AVE, Chattanooga, TN",Building Permit,$269186
2025-148106 PP,"9524 DINGO DR, Chattanooga, TN",Plumbing Permit,$127854
2025-142597 EP,"6103 MOUNTAINCLIMB DR, Chattanooga, TN",Electrical Permit,$74724
2025-149988 BP,"3913 TODD LN UNIT 512, Chattanooga, TN",Building Permit,$225729
2025-133363 PP,"2207 DE VERNE ST, Chattanooga, TN",Plumbing Permit,$154000
2025-148914 EP,"2613 1/2 E BRAKER LN UNIT TEMP6, Chattanooga, TN",Electrical Permit,$147133
2025-147341 PP,"1608 WESTOVER RD, Chattanooga, TN",Plumbing Permit,$257220
2025-148469 BP,"11400 LADERA VISTA DR, Chattanooga, TN",Building Permit,$233224
2025-066965 MP,"11007 CONCHOS CV, Chattanooga, TN",Mechanical Permit,$122005
2025-143431 BP,"6703 COLUMBIA DR, Chattanooga, TN",Building Permit,$151421
2025-148903 EP,"2613 1/2 E BRAKER LN UNIT TEMP4, Chattanooga, TN",Electrical Permit,$242727
2025-063950 PP,"4100 WATERSEDGE DR, Chattanooga, TN",Plumbing Permit,$143494
2025-145101 MP,"5720 TOSCANA AVE, Chattanooga, TN",Mechanical Permit,$131284
2025-148473 EP,"7704 LATTA DR, Chattanooga, TN",Electrical Permit,$223405
2025-136937 EP,"1106 CRIPPLE CREEK DR, Chattanooga, TN",Electrical Permit,$293608
2025-142488 MP,"4406 EILERS AVE, Chattanooga, TN",Mechanical Permit,$66129
2025-148313 PP,"2201 W BEN WHITE BLVD SVRD EB, Chattanooga, TN",Plumbing Permit,$184607
2025-148553 EP,"11901 BURNET RD, Chattanooga, TN",Electrical Permit,$115730
2025-148883 EP,"8713 TALLWOOD DR, Chattanooga, TN",Electrical Permit,$255908
2025-146977 PP,"14132 MATTEROD DR, Chattanooga, TN",Plumbing Permit,$216272
2025-147423 MP,"5833 MEDICINE CREEK DR, Chattanooga, TN",Mechanical Permit,$195032
2025-146526 EP,"2817 RUSTY DR, Chattanooga, TN",Electrical Permit,$206430
2025-148247 PP,"6614 ARGENTIA RD, Chattanooga, TN",Plumbing Permit,$289237
2025-129750 BP,"1702 KERR ST, Chattanooga, TN",Building Permit,$164199
2025-148942 EP,"2613 1/2 E BRAKER LN UNIT TEMP9, Chattanooga, TN",Electrical Permit,$212778
2024-157785 EP,"4003 DEL ROBLES, Chattanooga, TN",Electrical Permit,$112716
2025-121131 EP,"208 CONGRESS AVE, Chattanooga, TN",Electrical Permit,$273273
2025-147304 EP,"6507 CAPRIOLA DR, Chattanooga, TN",Electrical Permit,$50897
2025-148562 EP,"11901 BURNET RD, Chattanooga, TN",Electrical Permit,$212819
2025-122444 EP,"1619 ELMHURST DR, Chattanooga, TN",Electrical Permit,$168129
2025-123127 PP,"1808 SYLVAN DR BLDG 2, Chattanooga, TN",Plumbing Permit,$215324
2025-148104 PP,"8700 PERISTYLE DR, Chattanooga, TN",Plumbing Permit,$151082
2025-147036 EP,"1011 SPRINGDALE RD, Chattanooga, TN",Electrical Permit,$133938
2025-139862 PP,"401 CONGRESS AVE UNIT FLR32, Chattanooga, TN",Plumbing Permit,$253556
2025-127673 PP,"9517 BOATHOUSE DR, Chattanooga, TN",Plumbing Permit,$195634
2025-149015 EP,"3910 AVENUE H, Chattanooga, TN",Electrical Permit,$209146
2025-147470 EP,"1901 MADISON AVE, Chattanooga, TN",Electrical Permit,$256503
2025-149468 MP,"5300 S MOPAC EXPY SB UNIT 103, Chattanooga, TN",Mechanical Permit,$210523
2025-135048 BP,"4208 BELLVUE AVE, Chattanooga, TN",Building Permit,$196029
2025-148948 EP,"2613 1/2 E BRAKER LN UNIT TEMP10, Chattanooga, TN",Electrical Permit,$214249
2025-149029 EP,"10628 INDIGO BROOM LOOP, Chattanooga, TN",Electrical Permit,$259530
2025-115345 PP,"11815 ALTERRA PKWY UNIT FLR8, Chattanooga, TN",Plumbing Permit,$186906
2025-145963 PP,"11000 ANDERSON MILL RD BLDG S3, Chattanooga, TN",Plumbing Permit,$245126
2025-021112 EP,"7405 CARVER AVE, Chattanooga, TN",Electrical Permit,$78869
2025-148076 MP,"4128 S 1ST ST, Chattanooga, TN",Mechanical Permit,$254841
2025-095326 DS,"4614 HORSESHOE BND, Chattanooga, TN",Driveway / Sidewalks,$64214
2023-073253 BP,"200 W 6TH ST, Chattanooga, TN",Building Permit,$230256
2025-116012 MP,"4500 JINX AVE, Chattanooga, TN",Mechanical Permit,$128805
2025-141931 PP,"1201 GEORGIAN ST, Chattanooga, TN",Plumbing Permit,$180008
2025-064399 MP,"4516 SINCLAIR AVE, Chattanooga, TN",Mechanical Permit,$64103
2025-148947 EP,"15501 TACON LN, Chattanooga, TN",Electrical Permit,$218655
2025-148391 EP,"7102 WOODFORD WAY, Chattanooga, TN",Electrical Permit,$242461
2025-149275 EP,"7633 ROCKPOINT DR, Chattanooga, TN",Electrical Permit,$299411
2025-150208 BP,"2803 FIRECREST DR, Chattanooga, TN",Building Permit,$245959
2025-149770 BP,"501 SACRAMENTO DR, Chattanooga, TN",Building Permit,$61851
2025-149005 EP,"7408 DALLAS DR, Chattanooga, TN",Electrical Permit,$62549
2025-149935 EP,"3600 LYONS RD, Chattanooga, TN",Electrical Permit,$57238
2025-148023 EP,"6005 SILENT NOVA VW, Chattanooga, TN",Electrical Permit,$185495
2025-148676 EP,"14120 AXEL JOHANSON DR, Chattanooga, TN",Electrical Permit,$115826
2025-147749 PP,"1900 E HOWARD LN BLDG A UNIT 1, Chattanooga, TN",Plumbing Permit,$239024
2025-146539 EP,"6409 HICKMAN AVE, Chattanooga, TN",Electrical Permit,$213955
2025-150223 BP,"4500 DOVEHILL DR, Chattanooga, TN",Building Permit,$274479
2025-145311 PP,"11221 BRISTA WAY, Chattanooga, TN",Plumbing Permit,$264948
2025-148959 EP,"2613 1/2 E BRAKER LN UNIT TEMP12, Chattanooga, TN",Electrical Permit,$268988
2025-137110 DS,"1303 W ST JOHNS AVE, Chattanooga, TN",Driveway / Sidewalks,$95383
2025-148264 EP,"12345 N LAMAR BLVD BLDG 1 UNIT 135, Chattanooga, TN",Electrical Permit,$274579
2025-148896 EP,"2613 1/2 E BRAKER LN UNIT TEMP3, Chattanooga, TN",Electrical Permit,$177440
2025-093215 EP,"41 MARGRANITA CRES UNIT B, Chattanooga, TN",Electrical Permit,$175317
2025-139297 DS,"10701 1/2 OLD SAN ANTONIO RD, Chattanooga, TN",Driveway / Sidewalks,$265488
2025-134110 PP,"5308 BALCONES DR, Chattanooga, TN",Plumbing Permit,$59017
2025-149752 PP,"8520 NEW HAMPSHIRE DR, Chattanooga, TN",Plumbing Permit,$178823
2025-147120 EP,"7314 RUNNING ROPE, Chattanooga, TN",Electrical Permit,$114067
2025-093214 EP,"41 MARGRANITA CRES UNIT A, Chattanooga, TN",Electrical Permit,$177384
2025-148884 EP,"2613 1/2 E BRAKER LN UNIT TEMP2, Chattanooga, TN",Electrical Permit,$261531
2025-150299 PP,"11913 ELLENA CV, Chattanooga, TN",Plumbing Permit,$172798
2025-150058 BP,"8113 BOGGY RIDGE DR, Chattanooga, TN",Building Permit,$124165
2025-147943 EP,"2613 1/2 E BRAKER LN UNIT TEMP1, Chattanooga, TN",Electrical Permit,$213069
2025-148560 EP,"11901 BURNET RD, Chattanooga, TN",Electrical Permit,$244672
2025-148598 BP,"811 CLAYTON LN, Chattanooga, TN",Building Permit,$95873
2025-141640 EP,"4108 TODD LN, Chattanooga, TN",Electrical Permit,$96132
2025-148489 PP,"9401 SPRING HOLLOW DR, Chattanooga, TN",Plumbing Permit,$142918
2025-148412 EP,"7522 STONECLIFF DR, Chattanooga, TN",Electrical Permit,$237100
2025-148984 EP,"7106 SUNGATE DR, Chattanooga, TN",Electrical Permit,$224528
2025-149017 EP,"5816 SILVER SCREEN DR, Chattanooga, TN",Electrical Permit,$227634
2025-148658 EP,"5921 JENNIFER PASTURE PATH, Chattanooga, TN",Electrical Permit,$134643
2025-148909 EP,"2613 1/2 E BRAKER LN UNIT TEMP5, Chattanooga, TN",Electrical Permit,$232750
2025-148743 PP,"1009 MERIDEN LN, Chattanooga, TN",Plumbing Permit,$179652
2025-122625 PP,"9300 HAMADRYAS DR, Chattanooga, TN",Plumbing Permit,$105588
2025-148122 MP,"4103 ROSEDALE AVE, Chattanooga, TN",Mechanical Permit,$243965
2024-159748 MP,"3415 WINDSOR RD UNIT B, Chattanooga, TN",Mechanical Permit,$211521
2025-144983 PP,"515 KEMP ST, Chattanooga, TN",Plumbing Permit,$287109
2025-148016 EP,"8235 SUMMER SIDE DR, Chattanooga, TN",Electrical Permit,$123784
2025-147745 PP,"1900 E HOWARD LN BLDG A UNIT 1, Chattanooga, TN",Plumbing Permit,$184446
2025-147001 PP,"5921 JENNIFER PASTURE PATH, Chattanooga, TN",Plumbing Permit,$67325
2025-148937 EP,"2613 1/2 E BRAKER LN UNIT TEMP7, Chattanooga, TN",Electrical Permit,$96720
2025-145375 BP,"1506 PALMA PLZ, Chattanooga, TN",Building Permit,$249053
2025-148293 EP,"3318 CLARKSBURG DR, Chattanooga, TN",Electrical Permit,$140678
2025-109098 MP,"7603 BEINVILLE CV, Chattanooga, TN",Mechanical Permit,$118805
2025-148960 EP,"7603 BEINVILLE CV, Chattanooga, TN",Electrical Permit,$215569
2025-148631 BP,"10101 QUAIL VALLEY BLVD, Chattanooga, TN",Building Permit,$54373
2025-147808 PP,"1408 JUSTIN LN, Chattanooga, TN",Plumbing Permit,$198243
2025-148837 PP,"312 HOGG PECAN PASS, Chattanooga, TN",Plumbing Permit,$249626
2025-149986 BP,"8802 WESTOVER CLUB DR, Chattanooga, TN",Building Permit,$266586
2025-147035 EP,"1011 SPRINGDALE RD, Chattanooga, TN",Electrical Permit,$226571
2025-129420 PP,"1904 SAN GABRIEL ST, Chattanooga, TN",Plumbing Permit,$230246
2025-148940 EP,"2613 1/2 E BRAKER LN UNIT TEMP8, Chattanooga, TN",Electrical Permit,$62766
2025-044294 PP,"14100 AXEL JOHANSON DR, Chattanooga, TN",Plumbing Permit,$126698
2025-148803 BP,"909 E 49TH HALF ST, Chattanooga, TN",Building Permit,$133887
2025-148656 PP,"5708 SILVER SCREEN DR, Chattanooga, TN",Plumbing Permit,$51298
2025-148867 PP,"9951 ANDERSON MILL RD UNIT 100B, Chattanooga, TN",Plumbing Permit,$78850
2025-142891 PP,"6107 CADDIE ST, Chattanooga, TN",Plumbing Permit,$235580
2025-148930 EP,"4826 ROLLINGWOOD DR, Chattanooga, TN",Electrical Permit,$244389
2025-148396 BP,"1323 S CONGRESS AVE, Chattanooga, TN",Building Permit,$182452
2025-149989 BP,"802 WAYSIDE DR, Chattanooga, TN",Building Permit,$70482
2025-148808 PP,"2903 NORFOLK DR, Chattanooga, TN",Plumbing Permit,$90459
2025-148593 BP,"4504 JINX AVE, Chattanooga, TN",Building Permit,$248591
2025-139862 EP,"401 CONGRESS AVE UNIT FLR32, Chattanooga, TN",Electrical Permit,$126191
2025-123126 PP,"1808 SYLVAN DR BLDG 1, Chattanooga, TN",Plumbing Permit,$295415
2025-144680 PP,"4705 ARAPAHOE PASS, Chattanooga, TN",Plumbing Permit,$181769
2020-167891 MP,"2905 GREENLEE DR, Chattanooga, TN",Mechanical Permit,$277525
2024-159747 MP,"3415 WINDSOR RD UNIT A, Chattanooga, TN",Mechanical Permit,$225517
2025-075668 MP,"4012 GLENGARRY DR, Chattanooga, TN",Mechanical Permit,$240394
2025-134321 EP,"12422 CASSADY DR, Chattanooga, TN",Electrical Permit,$260813
2025-147812 PP,"1104 ALDEN DR, Chattanooga, TN",Plumbing Permit,$131324
2025-021113 EP,"7405 CARVER AVE, Chattanooga, TN",Electrical Permit,$290894
2025-144140 EP,"11606 HORNSBY ST, Chattanooga, TN",Electrical Permit,$144993
2025-147349 EP,"8705 CREST RIDGE CIR, Chattanooga, TN",Electrical Permit,$219103
2025-147510 PP,"1118 W 7TH ST, Chattanooga, TN",Plumbing Permit,$119251
2025-149252 BP,"2311 WESTROCK DR BLDG 2, Chattanooga, TN",Building Permit,$157673
2025-143778 PP,"625 E 10TH ST UNIT 1000, Chattanooga, TN",Plumbing Permit,$151728
2025-122443 EP,"1619 ELMHURST DR, Chattanooga, TN",Electrical Permit,$127256
2025-150061 BP,"4403 BELLVUE AVE, Chattanooga, TN",Building Permit,$130473
2025-148396 PP,"1323 S CONGRESS AVE, Chattanooga, TN",Plumbing Permit,$72606
2025-148402 PP,"6109 MAURYS TRL, Chattanooga, TN",Plumbing Permit,$193338
2025-148671 EP,"14128 EDNA MAXINE WALK, Chattanooga, TN",Electrical Permit,$281171
2025-147012 PP,"5913 JENNIFER PASTURE PATH, Chattanooga, TN",Plumbing Permit,$243691
2025-145944 PP,"7600 BLACK MOUNTAIN DR, Chattanooga, TN",Plumbing Permit,$288951
2025-141592 EP,"1180 RIDGEWAY DR--UNIT 2, Chattanooga, TN",Electrical Permit,$288868
2025-146817 EP,"2501 GREENLAWN PKWY, Chattanooga, TN",Electrical Permit,$253539
2025-143620 PP,"7900 TISDALE DR, Chattanooga, TN",Plumbing Permit,$86236
2025-141910 PP,"203 W WILLIAM CANNON DR, Chattanooga, TN",Plumbing Permit,$169087
2025-146379 EP,"2410 E RIVERSIDE DR BLDG H, Chattanooga, TN",Electrical Permit,$203056
2025-142460 EP,"6935 1/2 RYAN DR, Chattanooga, TN",Electrical Permit,$120513
2025-147852 BP,"6804 MIRANDA DR, Chattanooga, TN",Building Permit,$122472
2025-146354 EP,"2410 E RIVERSIDE DR BLDG H, Chattanooga, TN",Electrical Permit,$216166
2025-148263 PP,"12345 N LAMAR BLVD BLDG 1 UNIT 125, Chattanooga, TN",Plumbing Permit,$130831
2025-147154 PP,"10601 FM 2222 RD BLDG A, Chattanooga, TN",Plumbing Permit,$88454
2025-140667 PP,"1307 LILY TER, Chattanooga, TN",Plumbing Permit,$98243
2025-074475 EP,"5103 WOODGREEN CV, Chattanooga, TN",Electrical Permit,$87602
2025-135292 EP,"1241 SPYGLASS DR, Chattanooga, TN",Electrical Permit,$240309
2025-144915 EP,"10508 LARK CT, Chattanooga, TN",Electrical Permit,$117073
2025-147910 PP,"2202 HOLLY ST BLDG 1, Chattanooga, TN",Plumbing Permit,$92027
2025-122187 EP,"24 YUCCA DR, Chattanooga, TN",Electrical Permit,$140615
2025-147911 PP,"2202 HOLLY ST BLDG 2, Chattanooga, TN",Plumbing Permit,$263322
2025-122173 EP,"54 PALMA CIR, Chattanooga, TN",Electrical Permit,$124540
2025-119793 PP,"2207 REBEL RD, Chattanooga, TN",Plumbing Permit,$237845
2025-146348 BP,"409 E 5TH ST, Chattanooga, TN",Building Permit,$291758
2025-105497 PP,"5120 JEKINS CV, Chattanooga, TN",Plumbing Permit,$298601
2025-149405 PP,"1414 KRAMER LN, Chattanooga, TN",Plumbing Permit,$192436
2025-146373 EP,"5303 MONARDA MINT DR, Chattanooga, TN",Electrical Permit,$88438
2025-144123 EP,"9216 CALVERT WAY, Chattanooga, TN",Electrical Permit,$134041
2025-139515 MP,"13492 N US 183 HWY SVRD SB UNIT 100, Chattanooga, TN",Mechanical Permit,$254433
2025-147722 PP,"2407 ROEHAMPTON DR, Chattanooga, TN",Plumbing Permit,$182981
2025-147766 BP,"7000 METROPOLIS DR UNIT 200, Chattanooga, TN",Building Permit,$275243
2025-143904 BP,"13101 BURMAKANY DR, Chattanooga, TN",Building Permit,$195088
2025-149774 PP,"2613 DERWENT DR, Chattanooga, TN",Plumbing Permit,$172064
2025-148978 BP,"1907 PAYNE AVE, Chattanooga, TN",Building Permit,$208755
2025-131410 BP,"1900 W 37TH ST, Chattanooga, TN",Building Permit,$126903
2025-148997 EP,"2613 1/2 E BRAKER LN UNIT TEMP16, Chattanooga, TN",Electrical Permit,$297869
2025-100201 EP,"809 W 12TH ST UNIT A, Chattanooga, TN",Electrical Permit,$124369
2025-108676 PP,"1501 GARNER AVE, Chattanooga, TN",Plumbing Permit,$77952
2025-149242 BP,"1608 SYLVAN GLADE, Chattanooga, TN",Building Permit,$269996
2025-148673 EP,"14130 EDNA MAXINE WALK, Chattanooga, TN",Electrical Permit,$87572
2025-150694 EP,"444 E ST ELMO RD BLDG B, Chattanooga, TN",Electrical Permit,$126512
2025-108457 MP,"5603 PALISADE CT, Chattanooga, TN",Mechanical Permit,$87858
2025-150410 BP,"5501 N LAMAR BLVD BLDG A, Chattanooga, TN",Building Permit,$185547
2025-150116 BP,"2672 GATE RIDGE DR, Chattanooga, TN",Building Permit,$82634
2025-149133 PP,"5002 WEST PARK DR, Chattanooga, TN",Plumbing Permit,$145933
2023-162524 EP,"14101 EUCALYPTUS BND, Chattanooga, TN",Electrical Permit,$152138
2025-147009 PP,"510 W 26TH ST, Chattanooga, TN",Plumbing Permit,$266868
2025-146998 BP,"2101 EVA ST, Chattanooga, TN",Building Permit,$147252
2025-149226 MP,"4231 WESTLAKE DR BLDG 1, Chattanooga, TN",Mechanical Permit,$171669
2025-147702 EP,"2407 ROEHAMPTON DR, Chattanooga, TN",Electrical Permit,$189588
2025-149227 MP,"610 VERMONT RD, Chattanooga, TN",Mechanical Permit,$209997
2025-148044 BP,"7800 PERSIMMON TRL, Chattanooga, TN",Building Permit,$109315
2025-025049 PP,"8612 DONGAN DR, Chattanooga, TN",Plumbing Permit,$164827
