permit_number,address,type,value
2025-150058 EP,"8113 BOGGY RIDGE DR, Nashville, TN",Electrical Permit,$55175
2025-120397 BP,"507 E 41ST ST, Nashville, TN",Building Permit,$177786
2025-106952 PP,"8700 BASIL HAYDEN LN, Nashville, TN",Plumbing Permit,$123717
2025-147093 MP,"2600 AFTONSHIRE WAY BLDG A, Nashville, TN",Mechanical Permit,$89431
2025-106520 EP,"3501 ED BLUESTEIN BLVD NB, Nashville, TN",Electrical Permit,$206252
2025-147700 BP,"501 E STASSNEY LN, Nashville, TN",Building Permit,$143444
2025-134707 DS,"408 LINDEN ST UNIT A, Nashville, TN",Driveway / Sidewalks,$134531
2025-149342 MP,"7685 NORTHCROSS DR UNIT 528, Nashville, TN",Mechanical Permit,$273164
2025-149064 EP,"5701 JOHNNY MORRIS RD UNIT 43, Nashville, TN",Electrical Permit,$128588
2025-089880 EP,"9400 OXBOW STRAP DR, Nashville, TN",Electrical Permit,$244896
2025-149034 EP,"2613 1/2 E BRAKER LN UNIT TEMP23, Nashville, TN",Electrical Permit,$253581
2025-112138 DS,"1305 MORROW ST, Nashville, TN",Driveway / Sidewalks,$281106
2025-147700 EP,"501 E STASSNEY LN, Nashville, TN",Electrical Permit,$177877
2025-146403 EP,"5216 MONARDA MINT DR, Nashville, TN",Electrical Permit,$137545
2025-117639 EP,"7858 SHOAL CREEK BLVD UNIT C, Nashville, TN",Electrical Permit,$157195
2025-146641 MP,"7801 SHOAL CREEK BLVD UNIT 227, Nashville, TN",Mechanical Permit,$209927
2025-150520 BP,"2800 EDGEWATER DR, Nashville, TN",Building Permit,$145947
2025-147745 MP,"1900 E HOWARD LN BLDG A UNIT 1, Nashville, TN",Mechanical Permit,$215337
2025-149041 PP,"3336 CLARKSBURG DR, Nashville, TN",Plumbing Permit,$197805
2025-067154 EP,"6929 AIRPORT BLVD UNIT 167, Nashville, TN",Electrical Permit,$213014
2025-143908 BP,"13101 BURMAKANY DR BLDG SHADE1, Nashville, TN",Building Permit,$244779
2025-116013 EP,"4500 JINX AVE, Nashville, TN",Electrical Permit,$118764
2025-150633 BP,"6812 JOYCE ST, Nashville, TN",Building Permit,$52363
2025-128606 BP,"1608 CHASEWOOD DR, Nashville, TN",Building Permit,$110451
2025-147213 EP,"4013 GREENHILL PL, Nashville, TN",Electrical Permit,$229432
2024-159010 MP,"1007 CHICON ST, Nashville, TN",Mechanical Permit,$155821
2025-150118 EP,"13304 KINCANE DR, Nashville, TN",Electrical Permit,$88142
2025-144128 EP,"9012 BINNEWATER WAY, Nashville, TN",Electrical Permit,$226397
2025-143909 BP,"13101 BURMAKANY DR BLDG SHADE2, Nashville, TN",Building Permit,$299160
2024-107652 MP,"1170 1/2 SAN BERNARD ST BLDG 2, Nashville, TN",Mechanical Permit,$83161
2025-143644 EP,"3300 KERBEY LN, Nashville, TN",Electrical Permit,$86772
2025-148538 PP,"2713 DERWENT DR, Nashville, TN",Plumbing Permit,$220098
2025-150201 EP,"5913 JENNIFER PASTURE PATH, Nashville, TN",Electrical Permit,$183936
2025-148396 EP,"1323 S CONGRESS AVE, Nashville, TN",Electrical Permit,$56052
2025-149193 EP,"4620 TOREADOR DR, Nashville, TN",Electrical Permit,$173470
2025-143094 BP,"12008 LADRIDO LN, Nashville, TN",Building Permit,$179708
2025-149074 MP,"4603 FAWNWOOD CV, Nashville, TN",Mechanical Permit,$162378
2025-134702 EP,"2601 LITTLE JOHN LN, Nashville, TN",Electrical Permit,$224161
2024-003454 PP,"7051 MEADOW LAKE BLVD BLDG 13, Nashville, TN",Plumbing Permit,$244969
2025-037178 PP,"8618 DONGAN DR, Nashville, TN",Plumbing Permit,$242406
2025-134869 BP,"3601 TYRONE DR, Nashville, TN",Building Permit,$99557
2025-149004 EP,"2613 1/2 E BRAKER LN UNIT TEMP17, Nashville, TN",Electrical Permit,$214004
2025-143913 BP,"13101 BURMAKANY DR BLDG SHADE6, Nashville, TN",Building Permit,$88321
2025-147275 EP,"4301 GLOMAR AVE, Nashville, TN",Electrical Permit,$96465
2025-146869 BP,"1407 GLENCREST DR, Nashville, TN",Building Permit,$212113
2025-143053 BP,"1708 PIEDMONT AVE, Nashville, TN",Building Permit,$90025
2025-143809 BP,"3500 W 35TH ST, Nashville, TN",Building Permit,$142444
2025-150515 PP,"1117 MARK ST, Nashville, TN",Plumbing Permit,$114629
2025-148573 MP,"3309 HARPERS FERRY LN, Nashville, TN",Mechanical Permit,$170813
2025-148534 PP,"13414 RIDING DR, Nashville, TN",Plumbing Permit,$215548
2025-150261 PP,"13313 UNDERBANK RD, Nashville, TN",Plumbing Permit,$255481
2024-003456 PP,"7051 MEADOW LAKE BLVD BLDG 15, Nashville, TN",Plumbing Permit,$246551
2024-091535 PP,"1906 MAPLE AVE, Nashville, TN",Plumbing Permit,$112339
2024-003457 PP,"7051 MEADOW LAKE BLVD BLDG 16, Nashville, TN",Plumbing Permit,$276713
2025-149062 EP,"1805 E 18TH ST, Nashville, TN",Electrical Permit,$144559
2025-017515 PP,"800 EDGECLIFF TER, Nashville, TN",Plumbing Permit,$79150
2025-147397 EP,"2301 E RIVERSIDE DR BLDG A, Nashville, TN",Electrical Permit,$162765
2025-130301 MP,"18 OLMOS DR, Nashville, TN",Mechanical Permit,$258060
2025-149011 EP,"2613 1/2 E BRAKER LN UNIT TEMP18, Nashville, TN",Electrical Permit,$188365
2025-142741 BP,"4711 BANDERA RD, Nashville, TN",Building Permit,$134535
2025-149026 EP,"2613 1/2 E BRAKER LN UNIT TEMP20, Nashville, TN",Electrical Permit,$125760
2025-138680 BP,"7401 ROCKBERRY CV, Nashville, TN",Building Permit,$118465
2025-149250 BP,"9221 DINGO DR, Nashville, TN",Building Permit,$225196
2025-144934 PP,"3001 LOVELAND CV, Nashville, TN",Plumbing Permit,$210940
2025-148263 EP,"12345 N LAMAR BLVD BLDG 1 UNIT 125, Nashville, TN",Electrical Permit,$260675
2025-146541 MP,"4102 LOVE BIRD LN, Nashville, TN",Mechanical Permit,$121910
2025-144384 MP,"5624 REPUBLIC OF TEXAS BLVD, Nashville, TN",Mechanical Permit,$132668
2025-138713 EP,"1904 SHARON LN, Nashville, TN",Electrical Permit,$214883
2025-148615 PP,"1221 DELANO ST, Nashville, TN",Plumbing Permit,$123303
2025-141980 MP,"6511 LADERA NORTE, Nashville, TN",Mechanical Permit,$107415
2025-147713 PP,"6907 DAUGHERTY ST, Nashville, TN",Plumbing Permit,$91654
2025-148892 EP,"3102 1/2 WEBBERVILLE RD, Nashville, TN",Electrical Permit,$116480
2025-150188 EP,"14130 EDNA MAXINE WALK, Nashville, TN",Electrical Permit,$203216
2025-149343 BP,"8001 CIRCUIT OF THE AMERICAS BLVD UNIT 601, Nashville, TN",Building Permit,$130224
2025-072650 PP,"9200 HAMADRYAS DR, Nashville, TN",Plumbing Permit,$164047
2025-147021 PP,"1216 PIEDMONT AVE, Nashville, TN",Plumbing Permit,$140917
2025-072654 EP,"1144 AIRPORT BLVD UNIT 700, Nashville, TN",Electrical Permit,$275708
2025-143903 BP,"13101 BURMAKANY DR UNIT CLUB, Nashville, TN",Building Permit,$255152
2025-150118 BP,"13304 KINCANE DR, Nashville, TN",Building Permit,$169165
2025-148103 EP,"7051 VILLAGE CENTER DR, Nashville, TN",Electrical Permit,$267989
2025-147387 BP,"8217 BELCLAIRE LN, Nashville, TN",Building Permit,$157503
2025-150118 PP,"13304 KINCANE DR, Nashville, TN",Plumbing Permit,$132191
2025-150694 MP,"444 E ST ELMO RD BLDG B, Nashville, TN",Mechanical Permit,$185337
2025-150017 PP,"5816 SWEDISH FARMS TER, Nashville, TN",Plumbing Permit,$167753
2025-151172 BP,"11204 GORHAM GLEN CT, Nashville, TN",Building Permit,$155861
2025-147408 EP,"11812 1/2 CAMERON RD, Nashville, TN",Electrical Permit,$152573
2025-150795 BP,"4315 S 1ST ST, Nashville, TN",Building Permit,$149159
2025-070259 PP,"8812 MARMOSET WAY, Nashville, TN",Plumbing Permit,$282901
2025-150243 PP,"6009 SWEDISH FARMS TER, Nashville, TN",Plumbing Permit,$204644
2025-135954 EP,"50 BELLA TOSCANA AVE BLDG 2, Nashville, TN",Electrical Permit,$205494
2025-037544 EP,"1505 W BRAKER LN BLDG A, Nashville, TN",Electrical Permit,$101813
2025-072121 PP,"8810 MARMOSET WAY, Nashville, TN",Plumbing Permit,$133725
2025-104180 EP,"4405 SINCLAIR AVE Unit 1, Nashville, TN",Electrical Permit,$69240
2025-139489 EP,"3901 BALCONES DR, Nashville, TN",Electrical Permit,$248624
2025-150235 PP,"5812 SWEDISH FARMS TER, Nashville, TN",Plumbing Permit,$209050
2025-071632 PP,"8808 MARMOSET WAY, Nashville, TN",Plumbing Permit,$95585
2025-132348 PP,"210 W MOCKINGBIRD LN BLDG 1, Nashville, TN",Plumbing Permit,$188439
2025-148973 BP,"7300 TANBARK CV, Nashville, TN",Building Permit,$263688
2025-150070 PP,"507 E WONSLEY DR, Nashville, TN",Plumbing Permit,$122376
2025-150051 BP,"1600 SPRINGDALE RD, Nashville, TN",Building Permit,$252787
2025-148196 PP,"5303 DOWNS DR, Nashville, TN",Plumbing Permit,$292512
2025-150401 PP,"8200 NEELY DR UNIT 201, Nashville, TN",Plumbing Permit,$53813
2025-150014 PP,"6012 ALFRED ACRES DR, Nashville, TN",Plumbing Permit,$270627
2025-150239 PP,"6004 SWEDISH FARMS TER, Nashville, TN",Plumbing Permit,$223122
2025-148196 BP,"5303 DOWNS DR, Nashville, TN",Building Permit,$234878
2025-149287 EP,"1909 WESTRIDGE DR, Nashville, TN",Electrical Permit,$163402
2025-095656 EP,"98 RED RIVER ST, Nashville, TN",Electrical Permit,$170621
2025-150056 EP,"5506 DELWOOD DR, Nashville, TN",Electrical Permit,$83165
2025-149064 MP,"5701 JOHNNY MORRIS RD--UNIT 43, Nashville, TN",Mechanical Permit,$62462
2025-079213 EP,"3410 GREENWAY, Nashville, TN",Electrical Permit,$191686
2025-073165 EP,"1206 PARKWAY, Nashville, TN",Electrical Permit,$72196
2025-151529 BP,"12110 CANTABRIA RD, Nashville, TN",Building Permit,$111033
2025-150208 PP,"2803 FIRECREST DR, Nashville, TN",Plumbing Permit,$59518
2025-149795 PP,"8021 PONCHO PASS UNIT 1, Nashville, TN",Plumbing Permit,$243218
2025-147800 EP,"3203 CLAWSON RD, Nashville, TN",Electrical Permit,$221579
2025-149698 PP,"2618 MARIA ANNA RD, Nashville, TN",Plumbing Permit,$125750
2025-149777 BP,"4007 EDGEROCK DR, Nashville, TN",Building Permit,$61170
2025-132350 PP,"210 W MOCKINGBIRD LN BLDG 3, Nashville, TN",Plumbing Permit,$161337
2025-151555 BP,"11112 LIBERTY FARMS DR, Nashville, TN",Building Permit,$273335
2025-150285 BP,"3232 E CESAR CHAVEZ ST UNIT 2240, Nashville, TN",Building Permit,$227146
2025-151197 BP,"4801 TRAVIS COUNTRY CIR, Nashville, TN",Building Permit,$150025
2025-149797 PP,"8021 PONCHO PASS UNIT 2, Nashville, TN",Plumbing Permit,$68828
2025-102997 PP,"2002 GREENWOOD AVE, Nashville, TN",Plumbing Permit,$132079
2025-134548 BP,"1511 HARDOUIN AVE, Nashville, TN",Building Permit,$83558
2025-149776 BP,"4007 EDGEROCK DR, Nashville, TN",Building Permit,$63185
2025-047763 MP,"406 OERTLI LN, Nashville, TN",Mechanical Permit,$159958
2025-149261 PP,"2706 TOWY RD, Nashville, TN",Plumbing Permit,$130434
2025-144025 EP,"2801 WARREN ST BLDG A, Nashville, TN",Electrical Permit,$235556
2025-149678 PP,"4306 WILDRIDGE CIR, Nashville, TN",Plumbing Permit,$182792
2025-150527 BP,"1806 WILDROSE DR, Nashville, TN",Building Permit,$182841
2025-140453 MP,"1141 RICHARDINE AVE, Nashville, TN",Mechanical Permit,$210697
2025-150287 BP,"3232 E CESAR CHAVEZ ST UNIT 2260, Nashville, TN",Building Permit,$264871
2025-135431 MP,"5204 MARTIN AVE BLDG B, Nashville, TN",Mechanical Permit,$246155
2025-151431 EP,"12008 LADRIDO LN, Nashville, TN",Electrical Permit,$147458
2025-135946 EP,"50 BELLA TOSCANA AVE BLDG 3, Nashville, TN",Electrical Permit,$214780
2025-149804 PP,"8021 PONCHO PASS UNIT 6, Nashville, TN",Plumbing Permit,$117754
2025-147801 EP,"3203 CLAWSON RD BLDG 2, Nashville, TN",Electrical Permit,$109375
2025-149264 PP,"2708 TOWY RD, Nashville, TN",Plumbing Permit,$249141
2025-151137 BP,"2103 WYCHWOOD DR, Nashville, TN",Building Permit,$201485
2025-148225 PP,"3613 BLUESTEIN DR, Nashville, TN",Plumbing Permit,$147512
2025-146892 EP,"9624 BREEZE HILL DR, Nashville, TN",Electrical Permit,$298971
2025-149881 BP,"601 E 7TH ST, Nashville, TN",Building Permit,$106778
2025-148171 BP,"7705 PONOMA TRL, Nashville, TN",Building Permit,$192952
2025-151297 BP,"4014 WALNUT CLAY DR, Nashville, TN",Building Permit,$166379
2025-149242 PP,"1608 SYLVAN GLADE, Nashville, TN",Plumbing Permit,$194667
2025-151620 BP,"8009 BOTTLEBRUSH DR, Nashville, TN",Building Permit,$88583
2025-149231 PP,"3506 TOM MILLER ST BLDG 2, Nashville, TN",Plumbing Permit,$170399
2025-150070 BP,"507 E WONSLEY DR, Nashville, TN",Building Permit,$194289
2025-148161 BP,"1325 DEXFORD DR, Nashville, TN",Building Permit,$119822
2025-146342 EP,"7002 WOODFORD WAY, Nashville, TN",Electrical Permit,$142506
2025-071012 PP,"8601 ARACARI CV, Nashville, TN",Plumbing Permit,$84319
2025-149230 PP,"3600 TOM MILLER ST BLDG 2, Nashville, TN",Plumbing Permit,$171887
2025-149800 PP,"8021 PONCHO PASS UNIT 3, Nashville, TN",Plumbing Permit,$99378
2025-145820 EP,"603 E 46TH ST UNIT A, Nashville, TN",Electrical Permit,$84722
2025-150079 BP,"6903 DEATONHILL DR, Nashville, TN",Building Permit,$252269
2025-146777 BP,"2111 PARAMOUNT AVE, Nashville, TN",Building Permit,$63241
2025-150290 BP,"3232 E CESAR CHAVEZ ST UNIT 2360, Nashville, TN",Building Permit,$87864
2025-151005 BP,"2723 WINDING BROOK DR, Nashville, TN",Building Permit,$182990
2025-024938 MP,"4200 FARHILLS DR, Nashville, TN",Mechanical Permit,$247687
2025-148717 PP,"4706 SHOALWOOD AVE, Nashville, TN",Plumbing Permit,$120968
2025-135482 EP,"50 BELLA TOSCANA AVE BLDG CLUB, Nashville, TN",Electrical Permit,$199967
2025-150522 BP,"5802 THAMES DR, Nashville, TN",Building Permit,$207702
2025-053082 MP,"1914 S 3RD ST, Nashville, TN",Mechanical Permit,$153634
2025-149407 PP,"2324 SANTA ROSA ST, Nashville, TN",Plumbing Permit,$188804
2025-150238 PP,"5804 SWEDISH FARMS TER, Nashville, TN",Plumbing Permit,$191655
2025-143420 EP,"5341 INDUSTRIAL OAKS BLVD UNIT 2, Nashville, TN",Electrical Permit,$131036
2025-124704 EP,"4905 CANYONWOOD DR, Nashville, TN",Electrical Permit,$190469
2025-080249 PP,"405 KREBS LN, Nashville, TN",Plumbing Permit,$218102
2025-150855 EP,"3324 1/2 S FM 620 RD, Nashville, TN",Electrical Permit,$226974
2025-096790 PP,"8001 CIRCUIT OF THE AMERICAS BLVD UNIT 702, Nashville, TN",Plumbing Permit,$149659
2025-130408 EP,"801 OAKLAND AVE, Nashville, TN",Electrical Permit,$115331
2025-137287 EP,"1913 1/2 WEBBERVILLE RD, Nashville, TN",Electrical Permit,$109417
2025-116118 MP,"9000 THE RAVINE WAY, Nashville, TN",Mechanical Permit,$292292
2025-151532 BP,"7507 DAUGHERTY ST, Nashville, TN",Building Permit,$148307
2025-147914 PP,"3017 STOCK DR, Nashville, TN",Plumbing Permit,$136419
2025-148728 BP,"7006 GUADALUPE ST, Nashville, TN",Building Permit,$67930
2025-148524 PP,"3506 TOM MILLER ST BLDG 1, Nashville, TN",Plumbing Permit,$127472
2025-149803 PP,"8021 PONCHO PASS UNIT 5, Nashville, TN",Plumbing Permit,$77547
2025-139853 BP,"6406 N IH 35 SVRD SB UNIT 2200, Nashville, TN",Building Permit,$288539
2025-150291 BP,"3232 E CESAR CHAVEZ ST UNIT 2380, Nashville, TN",Building Permit,$166146
2025-149446 MP,"9550 SAVANNAH RIDGE DR BLDG 37, Nashville, TN",Mechanical Permit,$215434
2025-073632 PP,"9404 OXBOW STRAP DR, Nashville, TN",Plumbing Permit,$202586
2025-149802 PP,"8021 PONCHO PASS UNIT 4, Nashville, TN",Plumbing Permit,$126837
2025-127857 PP,"7112 ED BLUESTEIN BLVD SVRD SB UNIT 175, Nashville, TN",Plumbing Permit,$152040
2025-102403 EP,"3617 AXEL LN, Nashville, TN",Electrical Permit,$271317
2025-151209 EP,"4907 WEST FRANCES PL, Nashville, TN",Electrical Permit,$146908
2025-150674 BP,"2803 SAN JACINTO BLVD, Nashville, TN",Building Permit,$296010
2025-149404 PP,"6406 NASCO DR, Nashville, TN",Plumbing Permit,$109095
2025-147837 BP,"14205 CANYON TRL, Nashville, TN",Building Permit,$118531
2025-150288 BP,"3232 E CESAR CHAVEZ ST UNIT 2300, Nashville, TN",Building Permit,$101344
2025-151377 BP,"6012 LONDON DR, Nashville, TN",Building Permit,$186828
2025-149255 PP,"3007 KESTREL DR, Nashville, TN",Plumbing Permit,$144176
2025-150284 BP,"3232 E CESAR CHAVEZ ST UNIT 2220, Nashville, TN",Building Permit,$58581
2025-149033 EP,"11001 LAUREL CREEK DR, Nashville, TN",Electrical Permit,$62656
2025-103086 PP,"4109 FARHILLS DR, Nashville, TN",Plumbing Permit,$139014
2025-148411 MP,"6701 RUSTLING OAKS TRL, Nashville, TN",Mechanical Permit,$70763
2025-089880 PP,"9400 OXBOW STRAP DR, Nashville, TN",Plumbing Permit,$230826
2025-149509 PP,"8508 MESA DR BLDG B, Nashville, TN",Plumbing Permit,$94035
2025-125199 PP,"504 LONE OAK DR, Nashville, TN",Plumbing Permit,$72292
2025-146633 EP,"901 S MOPAC EXPY SVRD NB BLDG 5 UNIT 300, Nashville, TN",Electrical Permit,$114726
2025-053081 MP,"1916 S 3RD ST, Nashville, TN",Mechanical Permit,$56270
2025-059163 MP,"1008 HILLSIDE AVE, Nashville, TN",Mechanical Permit,$299528
2025-145207 EP,"4501 GRIDER PASS, Nashville, TN",Electrical Permit,$288958
2025-149297 EP,"6309 SHADOW MOUNTAIN DR, Nashville, TN",Electrical Permit,$157209
2025-096817 PP,"9951 ANDERSON MILL RD UNIT 100B, Nashville, TN",Plumbing Permit,$90206
2025-149071 BP,"4308 DUVAL ST, Nashville, TN",Building Permit,$253912
2025-053083 MP,"1912 S 3RD ST, Nashville, TN",Mechanical Permit,$157503
2025-150058 PP,"8113 BOGGY RIDGE DR, Nashville, TN",Plumbing Permit,$120983
2025-146687 PP,"10901 N LAMAR BLVD BLDG C UNIT 309, Nashville, TN",Plumbing Permit,$172722
2025-150124 BP,"7800 GINKGO CV, Nashville, TN",Building Permit,$229172
2022-150109 MP,"3808 BALCONES DR, Nashville, TN",Mechanical Permit,$158515
2025-149323 EP,"4905 CANYONWOOD DR, Nashville, TN",Electrical Permit,$81919
2025-144685 PP,"5708 FAIRLANE DR, Nashville, TN",Plumbing Permit,$59220
2025-149660 BP,"3200 1/2 RED RIVER ST, Nashville, TN",Building Permit,$249589
2025-150248 BP,"1716 BARTONCLIFF DR, Nashville, TN",Building Permit,$118265
2025-020318 EP,"7000 SHUMARD CIR, Nashville, TN",Electrical Permit,$167994
2025-151088 EP,"8701 MENCHACA RD BLDG 1, Nashville, TN",Electrical Permit,$85110
2025-146327 BP,"6011 CARY DR, Nashville, TN",Building Permit,$284751
2025-149008 EP,"11500 DOMENICO CV, Nashville, TN",Electrical Permit,$241741
2025-148226 PP,"3613 BLUESTEIN DR, Nashville, TN",Plumbing Permit,$239387
2025-150231 BP,"10025 ALTERRA PKWY UNIT 100, Nashville, TN",Building Permit,$96937
2025-150289 BP,"3232 E CESAR CHAVEZ ST UNIT 2340, Nashville, TN",Building Permit,$269002
2025-148525 PP,"3600 TOM MILLER ST BLDG 1, Nashville, TN",Plumbing Permit,$210293
2025-148619 PP,"3202 LAFAYETTE AVE, Nashville, TN",Plumbing Permit,$77891
2025-146327 EP,"6011 CARY DR, Nashville, TN",Electrical Permit,$243626
2025-151505 BP,"500 CANYON RIDGE DR BLDG L UNIT 275, Nashville, TN",Building Permit,$194953
2025-146347 EP,"8610 BASIL HAYDEN LN, Nashville, TN",Electrical Permit,$176312
2025-147252 EP,"9111 CIRCUIT OF THE AMERICAS BLVD, Nashville, TN",Electrical Permit,$213375
2025-135857 EP,"50 BELLA TOSCANA AVE BLDG 4, Nashville, TN",Electrical Permit,$230423
2025-147397 PP,"2301 E RIVERSIDE DR BLDG A, Nashville, TN",Plumbing Permit,$129222
2025-151396 BP,"1100 S 5TH ST, Nashville, TN",Building Permit,$233693
2025-070386 PP,"8814 MARMOSET WAY, Nashville, TN",Plumbing Permit,$239141
2025-151161 BP,"2643 YANDALL DR, Nashville, TN",Building Permit,$265254
2025-140993 EP,"321 1/2 THOMPSON LN, Nashville, TN",Electrical Permit,$253469
2025-148161 PP,"1325 DEXFORD DR, Nashville, TN",Plumbing Permit,$59642
2025-150857 BP,"7308 RAIN CREEK PKWY, Nashville, TN",Building Permit,$272785
2025-151394 BP,"1100 S 5TH ST, Nashville, TN",Building Permit,$146714
2025-149243 PP,"1608 SYLVAN GLADE, Nashville, TN",Plumbing Permit,$93667
2025-139171 MP,"6600 ELM CREEK DR UNIT 204, Nashville, TN",Mechanical Permit,$165710
2025-147785 PP,"10416 FOXGLOVE CT, Nashville, TN",Plumbing Permit,$278038
2025-140552 EP,"1808 REDLANDS ST, Nashville, TN",Electrical Permit,$245336
2025-131270 PP,"12733 TESLA RD, Nashville, TN",Plumbing Permit,$157823
2025-142175 PP,"2707 W 49TH ST, Nashville, TN",Plumbing Permit,$116436
2025-149382 PP,"303 PARK LN, Nashville, TN",Plumbing Permit,$296805
2025-150020 PP,"14317 MATTEROD DR, Nashville, TN",Plumbing Permit,$194867
2025-135883 EP,"50 BELLA TOSCANA AVE BLDG 5, Nashville, TN",Electrical Permit,$128530
2025-149020 EP,"13712 LAZYRIDGE DR, Nashville, TN",Electrical Permit,$239923
2025-135963 EP,"50 BELLA TOSCANA AVE BLDG 1, Nashville, TN",Electrical Permit,$177211
2025-149572 MP,"1108 REAGAN TER, Nashville, TN",Mechanical Permit,$128498
2025-148965 PP,"1600 HOUSTON ST, Nashville, TN",Plumbing Permit,$272257
2025-150240 PP,"5800 SWEDISH FARMS TER, Nashville, TN",Plumbing Permit,$119748
2025-150022 PP,"14221 MATTEROD DR, Nashville, TN",Plumbing Permit,$185869
2025-148657 MP,"5817 SPEYSIDE DR, Nashville, TN",Mechanical Permit,$202286
2025-142216 EP,"2001 FARO DR BLDG 34, Nashville, TN",Electrical Permit,$126714
2025-151395 BP,"1100 S 5TH ST, Nashville, TN",Building Permit,$167622
2025-130614 EP,"8010 PETRONAS PASS, Nashville, TN",Electrical Permit,$287757
2025-121226 PP,"4827 E CESAR CHAVEZ ST, Nashville, TN",Plumbing Permit,$104138
2025-132349 PP,"210 W MOCKINGBIRD LN BLDG 2, Nashville, TN",Plumbing Permit,$137241
2025-118113 PP,"308 BEN HOWELL DR, Nashville, TN",Plumbing Permit,$191570
2025-062996 PP,"8500 ENDALE ARCH DR, Nashville, TN",Plumbing Permit,$98837
2025-151600 EP,"8705 DECKER LAKE RD BLDG GAR, Nashville, TN",Electrical Permit,$266396
2025-147043 EP,"8705 DECKER LAKE RD BLDG 2, Nashville, TN",Electrical Permit,$271527
2025-137006 EP,"2603 THOMAS DR, Nashville, TN",Electrical Permit,$240918
